iter	Logloss
212	0.04927086162
213	0.04882039458
214	0.04839881195
215	0.04785234092
216	0.04756208268
217	0.0470726498
218	0.04666632311
219	0.04623740655
220	0.04604312071
221	0.04575470385
222	0.04526024894
223	0.0450119298
224	0.04460503786
225	0.04397582532
226	0.0433996587
227	0.04302523961
228	0.04248443592
229	0.04220105454
230	0.04196592436
231	0.04160974256
232	0.04121040889
233	0.04085512534
234	0.04049740548
235	0.04008185215
236	0.03965800909
237	0.03922656245
238	0.03884032515
239	0.03861875923
240	0.03827058662
241	0.03794684249
242	0.03770678075
243	0.03725436691
244	0.03697478747
245	0.03681465233
246	0.0366176116
247	0.03620858554
248	0.035913923
249	0.03549076199
250	0.03519082288
251	0.03488123855
252	0.03462927533
253	0.0343052447
254	0.03414146526
255	0.03392998555
256	0.03364456551
257	0.03342116429
258	0.03310965817
259	0.03270148045
260	0.03234647591
261	0.03222219013
262	0.03197990905
263	0.03163705339
264	0.03149123703
265	0.03133714327
266	0.03112143999
267	0.03088254476
268	0.03072537753
269	0.03049913025
270	0.03022535097
271	0.02993872389
272	0.02968365173
273	0.02947570984
274	0.02932586856
275	0.02912015687
276	0.02893049103
277	0.02875271181
278	0.02865440658
279	0.0284409013
280	0.02819106612
281	0.02796316775
282	0.02767906272
283	0.0274499853
284	0.02719144705
285	0.02710049548
286	0.02681123284
287	0.02665057439
288	0.02630168634
289	0.02605910502
290	0.02576291962
291	0.02549187251
292	0.02534837598
293	0.02505885826
294	0.02487832923
295	0.02468236621
296	0.02455947106
297	0.02435419829
298	0.02411208774
299	0.02394080159
300	0.02373339368
301	0.02359134765
302	0.02347748947
303	0.02334022683
304	0.02310148183
305	0.0230799039
306	0.02294215776
307	0.02259141633
308	0.02239243869
309	0.02225910901
310	0.02209078276
311	0.02194077921
312	0.02179870375
313	0.0216472292
314	0.02155536238
315	0.02141288058
316	0.02122037729
317	0.02112423108
318	0.02091962133
319	0.02072631997
320	0.02061404633
321	0.02046855143
322	0.02029119856
323	0.02028110058
324	0.02010296068
325	0.01992804888
326	0.01983583991
327	0.01967475378
328	0.01952686076
329	0.01940034186
330	0.01927416461
331	0.01917547704
332	0.01914413532
333	0.01904490739
334	0.01886427277
335	0.0187074638
336	0.01859723613
337	0.01853344049
338	0.01841192629
339	0.01840408894
340	0.0183313812
341	0.0181552013
342	0.01803190602
343	0.01792470538
344	0.01782442347
345	0.01770830607
346	0.01762724807
347	0.01748556606
348	0.01734734162
349	0.01722852966
350	0.01712980859
351	0.01704013303
352	0.01698951767
353	0.01695184394
354	0.01688778483
355	0.01677180138
356	0.01659285658
357	0.01646745979
358	0.01626954841
359	0.01618475641
360	0.01608144723
361	0.01600228951
362	0.01596222593
363	0.01595610974
364	0.01579414864
365	0.01569333443
366	0.01556750278
367	0.01550542041
368	0.01541269893
369	0.0153452157
370	0.01526504731
371	0.01515827373
372	0.01501168506
373	0.0148795347
374	0.01478385655
375	0.01465890033
376	0.01458323892
377	0.01454988089
378	0.014459285
379	0.01437234468
380	0.01429256544
381	0.01417140112
382	0.01408143909
383	0.01397722165
384	0.01385825338
385	0.01379836717
386	0.01372781325
387	0.01358616686
388	0.01347983322
389	0.01341702164
390	0.0133974309
391	0.0133225447
392	0.01331881703
393	0.01329360054
394	0.01328641709
395	0.01319882558
396	0.01310845455
397	0.01303786343
398	0.01294571928
399	0.01282192679
400	0.01279775184
401	0.0126768415
402	0.01257349581
403	0.01252860374
404	0.01244810778
405	0.01236505384
406	0.01229829556
407	0.01220439128
408	0.01210892203
409	0.0120311886
410	0.01194540822
411	0.01183854783
412	0.01176027155
413	0.01167457155
414	0.01163305758
415	0.01155056757
416	0.0114684902
417	0.01141390836
418	0.01132777081
419	0.0112639658
420	0.01123196697
421	0.0111501403
422	0.01110099187
423	0.01104667488
424	0.01098847356
425	0.01091144713
426	0.01084750419
427	0.01080123989
428	0.01074250329
429	0.01067884958
430	0.01063063387
431	0.01056160068
432	0.0104948451
433	0.01044002441
434	0.01035468633
435	0.01028756431
436	0.01019115306
437	0.01014133707
438	0.01006314075
439	0.01001544757
440	0.009966212945
441	0.009912197424
442	0.009859187163
443	0.009780487181
444	0.009720929209
445	0.009664919199
446	0.009622740078
447	0.009577033793
448	0.009510001781
449	0.009447936174
450	0.009373927604
451	0.009310140171
452	0.009270376736
453	0.009231389996
454	0.009174597494
455	0.009137641517
456	0.009110564023
457	0.009060733132
458	0.009012952218
459	0.008953196321
460	0.008916192335
461	0.008893916311
462	0.008840030021
463	0.008805815189
464	0.008759225346
465	0.008714580843
466	0.008653621739
467	0.008619035787
468	0.00856819122
469	0.008519650892
470	0.008488930436
471	0.008442660619
472	0.008386571072
473	0.008330498843
474	0.008299389812
475	0.008258056038
476	0.008211723891
477	0.008174736934
478	0.00815108227
479	0.008119243723
480	0.008093556457
481	0.008043084299
482	0.008021156223
483	0.007979152835
484	0.007953697337
485	0.007921963817
486	0.00787481765
487	0.007829174137
488	0.007800792593
489	0.007767153758
490	0.007748481981
491	0.007707373434
492	0.007670802486
493	0.007640295424
494	0.007618214288
495	0.007573556687
496	0.007546735528
497	0.007519963384
498	0.007492204531
499	0.007450133536
500	0.007435080309
501	0.007416000336
502	0.007381886667
503	0.007346399019
504	0.007317239786
505	0.007283787656
506	0.007233218763
507	0.007204632175
508	0.007166376127
509	0.007131558607
510	0.007097579333
511	0.007067480575
512	0.00704380732
513	0.007023622021
514	0.006981830111
515	0.006951796082
516	0.006913402225
517	0.006867260497
518	0.006833466554
519	0.006787150798
520	0.006743683322
521	0.006711476127
522	0.006672417094
523	0.00664170414
524	0.00661869353
525	0.00659453937
526	0.006574998803
527	0.006526889828
528	0.006499187092
529	0.006481559453
530	0.006449809002
531	0.006432256971
532	0.006401250022
533	0.006362737076
534	0.006340020257
535	0.006295794422
536	0.006267754125
537	0.006240997655
538	0.006207201348
539	0.006184703407
540	0.006165813594
541	0.006138780731
542	0.006122806337
543	0.00610659405
544	0.006078639273
545	0.006039405556
546	0.006016110351
547	0.005992966879
548	0.00596924699
549	0.005960492249
550	0.00594627152
551	0.005924500958
552	0.00590309469
553	0.005874145958
554	0.005865214917
555	0.005844016089
556	0.00582325018
557	0.005799366538
558	0.005766448428
559	0.005740474471
560	0.005708620199
561	0.005678763998
562	0.005662190992
563	0.005647827643
564	0.005628976954
565	0.005608884575
566	0.005582314407
567	0.005562832518
568	0.005535751603
569	0.005512855697
570	0.005499736084
571	0.00548012276
572	0.005471764257
573	0.005447241458
574	0.00542172161
575	0.005409486769
576	0.005392529325
577	0.005371151839
578	0.005358655256
579	0.005342026687
580	0.005326916777
581	0.005305149291
582	0.005274117559
583	0.005262582455
584	0.005232455817
585	0.005211261479
586	0.005192840328
587	0.005171302577
588	0.005157297558
589	0.005141866289
590	0.00513096703
591	0.005114173103
592	0.005090928739
593	0.005069196519
594	0.005057726311
595	0.005045504072
596	0.005024481667
597	0.005011946412
598	0.004997628641
599	0.004984901557
600	0.004966433123
601	0.004938896196
602	0.004917011638
603	0.004905788545
604	0.004883311839
605	0.004872653968
606	0.00486007557
607	0.004839267271
608	0.004826030194
609	0.004811472376
610	0.004797624855
611	0.004777065974
612	0.004767990905
613	0.004750682675
614	0.004733308806
615	0.004714906985
616	0.00470488854
617	0.004683580243
618	0.00466810552
619	0.004638335911
620	0.004619192096
621	0.004609748057
622	0.004593244379
623	0.004575714947
624	0.00455787007
625	0.004545726348
626	0.004532499438
627	0.004526219253
628	0.004513883105
629	0.004497368142
630	0.004487164478
631	0.004471302019
632	0.004455329376
633	0.004439288842
634	0.004418367484
635	0.004403948746
636	0.004386496568
637	0.004366219309
638	0.004347855002
639	0.004333835959
640	0.0043171622
641	0.004308844497
642	0.004289536672
643	0.004273401031
644	0.004260968442
645	0.004247684199
646	0.004235515874
647	0.004225822619
648	0.004214122146
649	0.004198567962
650	0.004190766957
651	0.004172905796
652	0.004166779065
653	0.004159038825
654	0.004142816448
655	0.004135655512
656	0.004122584188
657	0.004109082623
658	0.004096466162
659	0.004080337046
660	0.004069094856
661	0.004057342033
662	0.00404276993
663	0.004029104189
664	0.004015872771
665	0.003999531261
666	0.003990527688
667	0.003974911683
668	0.003959045154
669	0.003942793458
670	0.003929822893
671	0.003917413211
672	0.003907465271
673	0.003892841168
674	0.003866468689
675	0.003850412482
676	0.003837197731
677	0.003825615485
678	0.003808023304
679	0.003798258821
680	0.003788086547
681	0.003779509684
682	0.003762394647
683	0.003746431313
684	0.003736633085
685	0.003724689161
686	0.003713255163
687	0.003699960881
688	0.003689706359
689	0.003673044886
690	0.003649835575
691	0.003642224574
692	0.003628903446
693	0.00361265782
694	0.003605659516
695	0.003598220925
696	0.003590091818
697	0.003581427898
698	0.003571412079
699	0.00356518191
700	0.003554760768
701	0.003539382076
702	0.003525360165
703	0.003515848885
704	0.003505832474
705	0.003497107883
706	0.003494458358
707	0.003479734701
708	0.003468317612
709	0.003457640595
710	0.003451284823
711	0.003436279058
712	0.003427154142
713	0.003420527894
714	0.003411098926
715	0.003397276461
716	0.00339725582
717	0.003393551894
718	0.003387368025
719	0.003385460355
720	0.003378992359
721	0.003373750336
722	0.003366997934
723	0.003359651453
724	0.003350108173
725	0.003342384884
726	0.003322660682
727	0.003312116955
728	0.003298120654
729	0.003298070861
730	0.003284588827
731	0.003277255748
732	0.003267719273
733	0.003262528742
734	0.003249706471
735	0.003249775585
736	0.003241334949
737	0.003235362546
738	0.003235378237
739	0.003228491782
740	0.003221658884
741	0.003215672909
742	0.00320666108
743	0.003196947338
744	0.003191540639
745	0.003191563136
746	0.003191579835
747	0.003183587086
748	0.003176248687
749	0.003176049232
750	0.003163920487
751	0.003163859723
752	0.003151175219
753	0.003143617784
754	0.003134930217
755	0.003128736762
756	0.003123361791
757	0.003123361791
758	0.003118787199
759	0.003111821488
760	0.003106959068
761	0.003097909273
762	0.003091483864
763	0.003085318436
764	0.003073515942
765	0.003061671237
766	0.003061638072
767	0.003061774908
768	0.003055105905
769	0.003046932282
770	0.003047072132
771	0.003038892248
772	0.003029242853
773	0.003020001413
774	0.00301237561
775	0.00301237561
776	0.003012356441
777	0.003012428338
778	0.003006149419
779	0.002998591325
780	0.002988274446
781	0.002980462764
782	0.002980462764
783	0.002973347485
784	0.002968164624
785	0.00296814004
786	0.002960855546
787	0.002960819597
788	0.002955765566
789	0.002948808527
790	0.002936285804
791	0.002931599699
792	0.002931488687
793	0.002923273626
794	0.002918300879
795	0.002918236172
796	0.002918264467
797	0.002918264467
798	0.002916171549
799	0.002916162272
800	0.002902089325
801	0.002896474094
802	0.002888387291
803	0.002882069101
804	0.002875154228
805	0.002865603012
806	0.002858813248
807	0.002849631409
808	0.002842231804
809	0.002839464318
810	0.00282891114
811	0.00281797867
812	0.002817812068
813	0.002813122168
814	0.002813124719
815	0.002813124719
816	0.002813021048
817	0.002808397862
818	0.002808287234
819	0.002808431491
820	0.002799559887
821	0.002799569164
822	0.002799569164
823	0.002795092715
824	0.002795041691
825	0.002784325796
826	0.002784413231
827	0.002778483372
828	0.002773398215
829	0.002769351361
830	0.002769351361
831	0.00276514947
832	0.002759045718
833	0.002759045254
834	0.002753321438
835	0.002743106365
836	0.002736693269
837	0.002736723651
838	0.002736697675
839	0.002736706488
840	0.002731980792
841	0.002731980792
842	0.002731908431
843	0.002731908431
844	0.002731908431
845	0.002731949714
846	0.002727236644
847	0.002718199499
848	0.002718199499
849	0.002718199499
850	0.002718199499
851	0.002718199499
852	0.002718199499
853	0.002712329637
854	0.002712331957
855	0.002706787334
856	0.002706724482
857	0.002703192403
858	0.002695581733
859	0.002687941572
860	0.002687993291
861	0.002688007439
862	0.002687899826
863	0.002676909876
864	0.002673723079
865	0.002673721456
866	0.002673663475
867	0.002673672288
868	0.00267370151
869	0.00267370151
870	0.002673662315
871	0.002668261646
872	0.002668261646
873	0.002668228713
874	0.002659499362
875	0.002659333304
876	0.002659327042
877	0.002659321476
878	0.002659247956
879	0.002648536534
880	0.002648472987
881	0.002648481256
882	0.002638132215
883	0.002634877839
884	0.00263485627
885	0.002634850935
886	0.002634850935
887	0.002634850935
888	0.002629702026
889	0.002625709051
890	0.00262566081
891	0.00261853191
892	0.00261311646
893	0.002613132463
894	0.002613166788
895	0.002604167888
896	0.002593030731
897	0.002593044183
898	0.002593038385
899	0.002591901843
900	0.002591947764
901	0.002591926891
902	0.002585850394
903	0.002585865237
904	0.002585823723
905	0.002578934386
906	0.002578970103
907	0.002578879572
908	0.002573389109
909	0.002573404416
910	0.002567260066
911	0.00256719188
912	0.00256720394
913	0.00256720394
914	0.002567256819
915	0.002567256819
916	0.002567181907
917	0.002567181907
918	0.00256719907
919	0.002567139001
920	0.002560476832
921	0.002560553367
922	0.002556088225
923	0.002549443034
924	0.002541406443
925	0.002535137229
926	0.002535260613
927	0.002529425701
928	0.002529400189
929	0.00252933038
930	0.00252928214
931	0.002529296983
932	0.00252927008
933	0.00252927008
934	0.00252927008
935	0.00252411365
936	0.002524091385
937	0.002524041058
938	0.002524051726
939	0.002524104837
940	0.002524073991
941	0.002524073295
942	0.002524055437
943	0.002524015082
944	0.00252037217
945	0.00252037217
946	0.00252037217
947	0.00252037217
948	0.002520399073
949	0.00251687637
950	0.002512004489
951	0.002511979058
952	0.002506613878
953	0.002501858908
954	0.002501838731
955	0.002498817779
956	0.002498817779
957	0.00249880108
958	0.002498769539
959	0.002498783918
960	0.002498783918
961	0.002498814996
962	0.002498780207
963	0.002498780207
964	0.002498780207
965	0.002498798065
966	0.00249880108
967	0.002494126255
968	0.002485987278
969	0.002473980058
970	0.002468124968
971	0.002468081134
972	0.002468117547
973	0.002468077192
974	0.002463678761
975	0.002460653274
976	0.002460662087
977	0.002456448645
978	0.002456466039
979	0.002453226132
980	0.002453217783
981	0.002448612262
982	0.002448636614
983	0.002448676042
984	0.00244393498
985	0.002439594902
986	0.002439594902
987	0.002435925694
988	0.002430040637
989	0.002423835996
990	0.002419386071
991	0.002411257527
992	0.002406368073
993	0.002399207247
994	0.002392548159
995	0.002392548159
996	0.002392485076
997	0.002392380942
998	0.002392380246
999	0.002388562424
